mensaje_limpio,area
FUGA DE AGUA Detectada pequeña fuga en el sistema de riego del jardín exterior. Se aísla la sección para reparar.,MANTENIMIENTO
MEDIACIÓN DE CONFLICTO Se interviene en una discusión entre clientes en la zona de cines. Situación controlada.,SEGURIDAD
ZONA DE TRABAJO Se monitorea al personal de mantenimiento trabajando en Muelle de Carga. Se verifica que el área esté correctamente señalizada.,MANTENIMIENTO
CONTROL DE RONDAS DIURNAS Todo conforme en Quicentro.,ADMINISTRACION
OBJETO RECLAMADO Propietario reclama su teléfono celular extraviado ayer. Se realiza la entrega previa verificación.,RECEPCION
ZONA DE TRABAJO Se monitorea al personal de mantenimiento trabajando en Food Court. Se verifica que el área esté correctamente señalizada.,MANTENIMIENTO
INFRACCIÓN DE TRÁNSITO Vehículo estacionado en zona prohibida. Se contacta al propietario por altoparlante.,ADMINISTRACION
"ALTA AFLUENCIA REPORTE DE AFLUENCIA PEATONAL: Se registra un pico de 2,500 personas entre las 13:00 y 14:00.",ADMINISTRACION
CONTROL EN MUELLE DE CARGA Se supervisa la salida de camiones de MASSIMO DUTTI y se verifica la mercancía declarada.,ADMINISTRACION
"PROGRESO DE TAREA El mantenimiento preventivo del Bomba de agua potable N1 lleva un 70 de avance. Sin contratiempos, reporta Carlos Benítez (HVAC).",MANTENIMIENTO
REVISIÓN DE GRABACIÓN Se revisa grabación de la LPR ESTACIONAMIENTO 2 SALIDA a las 14:10 por reporte de objeto extraviado. Se localiza el momento del olvido.,RECEPCION
MONITOREO DE TEMPERATURA Los chillers operan al 75 de su capacidad. La temperatura del Food Court se mantiene en 21C.,ADMINISTRACION
QUEJA POR FALTA DE STOCK: Cliente se queja de que no hay stock de un producto promocionado en BURGER KING. Se gestiona con el local.,RECEPCION
RETIRO DE VENDEDORES Se retira a un grupo de vendedores informales del acceso principal.,ADMINISTRACION
ATENCIÓN A LLAMADO: PLOMERÍA 11:00: Se recibe reporte de atoramiento en sanitario público. Téc. Salas (Electromecánico) acude a solucionar.,MANTENIMIENTO
OBJETO ABANDONADO Mochila desatendida por más de 10 minutos en una banca. Se activa protocolo y se despacha a Guardia Motorizado Alpha.,SEGURIDAD
TRABAJO DE MANTENIMIENTO EN CURSO Área: Área Técnica. Señalización preventiva colocada.,MANTENIMIENTO
CIERRE: OBJETO SOSPECHOSO 14:20: Propietario de la mochila regresa y la reclama. Se verifica identidad. Novedad cerrada.,RECEPCION
RUIDO EN EXTRACTOR Se detecta ruido inusual en el Chiller N1 de Generador de Emergencia. Se programa revisión para la noche.,ADMINISTRACION
OBJETO ABANDONADO Mochila desatendida por más de 10 minutos en una banca. Se activa protocolo y se despacha a Supervisor de Turno Gómez.,RECEPCION
FALLA EN PUERTA AUTOMÁTICA Se reporta falla en sensor de la puerta del Acceso Principal. Se procede a la calibración.,MANTENIMIENTO
FLUJO NORMAL DE VISITANTES Sin incidentes en áreas comerciales.,RECEPCION
INFRACCIÓN DE TRÁNSITO Vehículo estacionado en zona prohibida. Se contacta al propietario por altoparlante.,ADMINISTRACION
DEVOLUCIÓN DE COCHE: Cliente devuelve el coche de bebé prestado. Se verifica su estado.,RECEPCION
"PROGRESO DE TAREA El mantenimiento preventivo del Escalera eléctrica 3 (subida) lleva un 70 de avance. Sin contratiempos, reporta Carlos Benítez (HVAC).",MANTENIMIENTO
"APOYO A OPERACIONES Se orienta a Guardia Puesto 5 (Muelle de Carga) hacia un derrame de líquido en el pasillo norte, visualizado desde la CÁMARA PASILLO TÉCNICO SÓTANO 1.",SEGURIDAD
RONDA DE PATRULLA EXTERNA Patrulla de Policía Nacional realiza recorrido por el perímetro. Sin novedades reportadas.,SEGURIDAD
SALIDA DE PROVEEDOR Carga retirada correctamente de Parqueadero Sur.,ADMINISTRACION
"INSPECCIÓN DE SEGURIDAD ALIMENTARIA: En conjunto con el médico, se realiza una inspección sorpresa de manipulación de alimentos en WAPA SKIN LASER.",SEGURIDAD
REPORTE: ALARMA 10:15: Se activa la alarma de intrusión del local CYRANO. Unidad de Reacción es despachado al punto.,RECEPCION
"PROGRESO DE TAREA El mantenimiento preventivo del Tablero de Transferencia Automática (TTA) lleva un 70 de avance. Sin contratiempos, reporta Equipo de Turno B.",MANTENIMIENTO
REPORTE DE REDES SOCIALES La última publicación sobre el evento alcanzó un 15 de engagement en la primera hora. asistentes al evento en aumento.,MERCADEO
CONTROL DE AFORO La CÁMARA FIJA BATERÍAS SANITARIAS NIVEL 3 muestra alta concentración de personas en la zona del Food Court. Se mantiene monitoreo constante.,ADMINISTRACION
APOYO A TERCERA EDAD Gdia. Andrade asiste a persona de la tercera edad con sus compras hasta el taxi.,ADMINISTRACION
ALARMA DE VEHÍCULO Se atiende activación de alarma de un vehículo en Área Técnica. El propietario se acerca y la desactiva.,ADMINISTRACION
EN CURSO Equipo de Turno A se encuentra realizando calibración de sensores en el Generador de Emergencia de Taller de Mantenimiento.,MANTENIMIENTO
FEEDBACK POSITIVO: Se recibe una felicitación de un cliente por la amabilidad y eficiencia de Líder de Servicio al Cliente.,RECEPCION
ALERTA DE EVENTO Se detecta aglomeración inusual de personas en la CÁMARA 360 FOOD COURT. Acción: se archiva el clip de video (ID:4033) para el reporte del incidente.,MERCADEO
ANÁLISIS DE CONSUMO Se monitorea el consumo eléctrico desde el BMS. Pico de demanda registrado a las 14:30.,ADMINISTRACION
INFRACCIÓN DE TRÁNSITO Vehículo estacionado en zona prohibida frente a SUPERMAXI. Se contacta al propietario por altoparlante.,ADMINISTRACION
COMERCIO INFORMAL Se retira a comerciante informal del acceso principal.,ADMINISTRACION
FUGA DE AGUA MENOR IL CAPPO DI MANGI reporta una pequeña fuga en su sistema de aire acondicionado. Se cierra la válvula y se programa reparación nocturna.,MANTENIMIENTO
"APOYO A OPERACIONES Se orienta a Guardia Rondero Sótano 1 hacia un derrame de líquido en el pasillo norte, visualizado desde la DOMO PTZ TERRAZA TÉCNICA.",SEGURIDAD
SOLICITUD DE VIDEO Administración solicita la revisión de video de la cámara 23 por un incidente en un local.,ADMINISTRACION
dispute DISPUTA ENTRE LOCALES Se media en una disputa menor entre FERRAGAMO y FERRAGAMO por el volumen de la música.,ADMINISTRACION
"ALTA AFLUENCIA REPORTE DE AFLUENCIA PEATONAL: Se registra un pico de 2,500 personas entre las 13:00 y 14:00.",ADMINISTRACION
LOCK ASCENSOR DETENIDO Se reporta detención del ascensor N4. Equipo de Turno B realiza el reseteo del sistema. Vuelve a operar.,MANTENIMIENTO
ALERTA DE EVENTO Se detecta intento de forzar la cerradura de un vehículo en la CÁMARA FIJA PASILLO SUR L114. Acción: se verifica la grabación del evento en el NVR para análisis posterior.,MERCADEO
CUSTODIA DE VALORES Se brinda acompañamiento a personal de transporte de valores en su ruta por los cajeros automáticos.,ADMINISTRACION
cold FALLA EN CUARTO FRÍO Locatario reporta que su cuarto frío no enfría. Equipo de Turno A realiza inspección inicial.,MANTENIMIENTO
REPORTE: ALARMA 10:15: Se activa la alarma de intrusión del local PURIFICACION GARCIA. Sup. López es despachado al punto.,RECEPCION
VERIFICACIÓN DE GUÍA DE REMISIÓN Documentos en regla para proveedor en muelle de carga.,ADMINISTRACION
REPORTE DE REDES SOCIALES La última publicación sobre el evento alcanzó un 15 de engagement en la primera hora. nuevos seguidores en aumento.,MERCADEO
ESTADO DE GRABACIÓN Servidores NVR01 y NVR02 con almacenamiento al 45. Grabación continua sin errores.,ADMINISTRACION
INSPECCIÓN DE CUARTOS FRÍOS Se realiza la ronda de verificación de temperaturas en locales de comida. Parámetros normales.,ADMINISTRACION
REPORTE QUEJA DE CLIENTE: 11:45: Se recibe un cliente extraviado buscando a su familiar en el Punto de Información Nivel 1. Se toma nota de los detalles.,RECEPCION
INSUMOS DE LIMPIEZA RECIBIDOS Inventario actualizado.,ADMINISTRACION
ASISTENCIA DE PRIMEROS AUXILIOS Cliente sufre una caída leve. Unidad de Reacción brinda primera asistencia y notifica a SSO.,RECEPCION
calibration CALIBRACIÓN DE SENSORES Se calibra el sensor de CO2 del estacionamiento 3. Lectura correcta.,ADMINISTRACION
ACCESO DE TÉCNICOS Se registra y monitorea el ingreso de personal de mantenimiento a la Perímetro Norte. Actividad autorizada.,MANTENIMIENTO
ARRANQUE DE SISTEMAS HVAC Se inicia el encendido secuencial de los sistemas de climatización. Parámetros iniciales correctos.,ADMINISTRACION
PREVENTIVO Luis Arias (Ayudante) inicia reapriete de conexiones eléctricas en el Unidad Manejadora de Aire (UMA) N5.,MANTENIMIENTO
DESCARGA SUPERVISADA Operación controlada por seguridad en Estacionamiento 3.,SEGURIDAD
VERIFICACIÓN DE SISTEMA Recorrido virtual por las 150 cámaras del sistema. Todas en línea y grabando correctamente.,ADMINISTRACION
DE REPUESTOS Ingresa proveedor con repuestos para el taller. Se verifica orden de compra.,ADMINISTRACION
ENTREGA DE REPUESTOS Mantenimiento recibe materiales en Torre El Comercio.,MANTENIMIENTO
ENTREGA DE LLAVES Se supervisa la entrega de llaves maestras al personal de mantenimiento y limpieza.,MANTENIMIENTO
VERIFICACIÓN DE ILUMINACIÓN Se encienden todos los circuitos de iluminación de áreas comunes. Se reportan 2 bombillos quemados.,MANTENIMIENTO
APERTURA PHYSIQUE Se habilita el acceso exclusivo para socios del gimnasio a las 05:30. Flujo controlado por Sup. López.,ADMINISTRACION
exteriorlightingoff APAGADO DE LUCES EXTERIORES 07:00: Se apagan automáticamente las luces de estacionamientos y fachadas.,ADMINISTRACION
PREVENTIVO Carlos Benítez (HVAC) inicia reapriete de conexiones eléctricas en el Puerta automática Acceso Principal.,MANTENIMIENTO
EMISIÓN DE PERMISOS Se genera permiso de trabajo en alturas para revisión de luminarias en Sistema de Riego.,ADMINISTRACION
CONDICIONES CLIMÁTICAS Lluvia intensa afecta la visibilidad de las cámaras exteriores. Se activan los limpiaparabrisas de los domos.,ADMINISTRACION
LIMPIEZA DE CISTERNA Se realiza la limpieza del tanque de reserva de agua del sistema contra incendios.,SSO
RONDA NOCTURNA Recorrido completo por el interior y exterior del centro comercial. Sin anomalías en sector.,ADMINISTRACION
waterqualitytest PRUEBA DE CALIDAD DE AGUA Se toma una muestra del agua de la cisterna para análisis de cloro residual.,ADMINISTRACION
DE CHILLERS Téc. Peralta (Eléctrico) realiza la limpieza química de los serpentines del Escalera eléctrica N4.,ADMINISTRACION
"FLUCTUACIÓN DE ENERGÍA Se detecta un microcorte en el suministro eléctrico. El sistema de UPS del cuarto de control funcionó correctamente, sin pérdida de video.",ADMINISTRACION
"RUIDOS INUSUALES Unidad de Reacción reporta ruidos de herramientas en MEGUIARS, se confirma que tienen permiso de trabajo nocturno.",ADMINISTRACION
lost INVENTARIO DE OBJETOS PERDIDOS Se realiza el inventario mensual de la bodega de objetos perdidos. Se darán de baja los ítems con más de 6 meses.,RECEPCION
PERMISO DE TRABAJO EN CALIENTE Se autoriza y prepara equipo para trabajos de soldadura en Techo Técnico Lado A durante la madrugada.,MANTENIMIENTO
"ALARMA DE INTRUSIÓN Alarma de intrusión de local N112 activada. Se verifica con supervisor, fue error de cierre del personal.",ADMINISTRACION
MODO NOCTURNO Cámaras exteriores cambian automáticamente a modo infrarrojo. Visibilidad nocturna activada.,ADMINISTRACION
EN SUBESTACIÓN 23:00: Inicio de la limpieza y reapriete de conexiones en el tablero principal. Corte de energía en progreso.,ADMINISTRACION
HIDROLAVADO DE DRENAJES Se utiliza la máquina de alta presión para limpiar las tuberías de grasa del Food Court.,ADMINISTRACION
"ANÁLISIS DE INDICADORES Se calculan los indicadores de SSO del día: Tasa de Frecuencia 0, Tasa de Accidentabilidad 0.",ADMINISTRACION
INICIO DE LIMPIEZA NOCTURNA Se observa el ingreso de la maquinaria de limpieza profunda en la Plaza Central.,ADMINISTRACION
clean SUPERVISIÓN DE LIMPIEZA Se supervisa el trabajo de pulido de pisos en la Plaza Central.,ADMINISTRACION
"ALARMA DE HUMO Se activa sensor de humo en el Food Court. Se verifica, causada por máquina de limpieza a vapor.",SSO
PULIDO DE PISOS Se inicia el pulido y abrillantado del piso de mármol de la plaza central. Área señalizada.,ADMINISTRACION
FINALIZACIÓN DE TRABAJOS 04:30 hrs. Todos los trabajos de mantenimiento mayor han concluido. Se procede a reenergizar sistemas.,MANTENIMIENTO
welding TRABAJOS DE SOLDADURA Sup. Castro realiza la reparación de una baranda metálica en el muelle de carga.,MANTENIMIENTO
APAGADO SECUENCIAL Se inicia el apagado programado de las UMAs de áreas comerciales tras el cierre.,ADMINISTRACION
ACTUALIZACIÓN DE BASE DE DATOS: Sistema actualiza el directorio de tiendas con la nueva apertura en el Nivel 2.,ADMINISTRACION
INICIO DE LIMPIEZA NOCTURNA Se observa el ingreso de la maquinaria de limpieza profunda en la Plaza Central.,ADMINISTRACION
GENERADOR EN FUNCIONAMIENTO Prueba de respaldo nocturna exitosa.,ADMINISTRACION
"contractor IDENTIFICACIÓN DE CONTRATISTA Se solicita la identificación a un trabajador nocturno, corresponde al equipo de PSYCHO BUNNY.",ADMINISTRACION
INICIO DE LIMPIEZA NOCTURNA Se observa el ingreso de la maquinaria de limpieza profunda en la Plaza Central.,ADMINISTRACION
greasetrapcleaning LIMPIEZA DE TRAMPAS DE GRASA Finaliza la limpieza de las trampas de grasa de TERRUA y TERRUA.,ADMINISTRACION
LIMPIEZA DE CISTERNAS Se realiza el vaciado y limpieza profunda de la cisterna de agua potable N2.,ADMINISTRACION
VERIFICACIÓN DE SELLOS Se comprueba que los sellos de seguridad en las puertas de emergencia estén intactos.,MANTENIMIENTO
INGRESO DE MAQUINARIA Se coordina el ingreso de plataforma elevadora para mantenimiento de fachada.,MANTENIMIENTO
INICIO DE TURNO NOCTURNO Personal ingresando a labores. Monitoreo activo.,ADMINISTRACION
roofanchorinspection INSPECCIÓN DE ANCLAJES Se realiza la inspección anual de los puntos de anclaje para trabajos en altura en la cubierta.,RECEPCION
VERIFICACIÓN DE ACCESOS Recorrido virtual postcierre. Todos los accesos perimetrales se observan cerrados y sin novedad.,ADMINISTRACION
FINALIZACIÓN DE TRABAJOS 04:30 hrs. Todos los trabajos de mantenimiento mayor han concluido. Se procede a reenergizar sistemas.,MANTENIMIENTO
delivery INGRESO DE PRENSA 04:30: Se autoriza el ingreso de camión de reparto de periódicos a NATURISSIMO.,MANTENIMIENTO
"intruder RUIDOS INUSUALES Gdia. Pérez reporta ruidos en el techo. Se verifica, corresponde a trabajos de mantenimiento.",MANTENIMIENTO
SEGUIMIENTO DE CASO Recordatorio: Hacer seguimiento mañana a primera hora sobre la solicitud de silla de ruedas que quedó pendiente.,RECEPCION
LLUVIA FUERTE CON VIENTO Toldos asegurados y revisión de sumideros.,ADMINISTRACION
PREPARACIÓN TRABAJO NOCTURNO Se aísla y señaliza el Foso de Ascensores para la intervención del Puerta automática Acceso Principal a las 23:00.,MANTENIMIENTO
painting PINTURA DE SEÑALIZACIÓN Se realiza el repintado de la señalización horizontal en los estacionamientos.,ADMINISTRACION
CAMBIO DE RODAMIENTOS Se realiza el cambio programado de rodamientos del motor del extractor de aire del sótano.,MANTENIMIENTO
"ALERTA DE MOVIMIENTO La CÁMARA FIJA BATERÍAS SANITARIAS NIVEL 3 del pasillo técnico detecta movimiento. Se verifica, corresponde a Supervisor de Turno Castro autorizado.",ADMINISTRACION
REPORTE ESTADÍSTICO MENSUAL: Se alimenta la base de datos para el reporte estadístico mensual de SSO.,ADMINISTRACION
MONITOREO CCTV ACTIVO Sin alertas registradas en Nivel Subsuelo.,SEGURIDAD
pendingrepairslist LISTA DE PENDIENTES Se actualiza la pizarra de pendientes del taller con las novedades del día.,ADMINISTRACION
REVISIÓN DE CONTENEDORES Se verifica que los contenedores de basura no estén obstruyendo las rutas de evacuación.,MANTENIMIENTO
system VERIFICACIÓN FINAL DE BMS Se realiza una última verificación del sistema de gestión de edificios (BMS). Sin alarmas activas.,ADMINISTRACION
GRUPO SOSPECHOSO Grupo de individuos se mantiene en el estacionamiento sin motivo aparente. Guardia Puesto Fijo Torre de Oficinas es despachado para verificar la situación.,SEGURIDAD
parking VEHÍCULO PERNOCTA Se registra la placa del vehículo que quedará pernoctando en el estacionamiento (autorizado).,ADMINISTRACION
INVENTARIO DE TALLER Se realiza el inventario semanal de insumos críticos en el taller de mantenimiento.,MANTENIMIENTO
INICIO DE TURNO NOCTURNO Personal ingresando a labores. Monitoreo activo.,ADMINISTRACION
PLANIFICACIÓN TRABAJOS NOCTURNOS Se prepara el permiso de trabajo para el mantenimiento de la subestación eléctrica.,MANTENIMIENTO
"MODO NOCTURNO DE ILUMINACIÓN Se apagan los circuitos de iluminación principal, dejando solo las luces de seguridad.",SEGURIDAD
coordinatesecurityescort COORDINACIÓN CON SEGURIDAD: Se solicita a Seguridad una escolta para el trabajo en la Cuarto de Control BMS.,SEGURIDAD
CIERRE DE CASO: La novedad sobre cliente agresivo a sido controlada. el técnico residente reporta normalidad en la zona. Estado final: en monitoreo.,RECEPCION
Wenos dias! el punto de info ya esta abierto.,RECEPCION
"APOYO A RONDA DE SEGURIDAD Se sigue el recorrido de Guardia Motorizado Alpha con la CÁMARA FIJA ACCESO AV. 6 DE DICIEMBRE, iluminando puntos ciegos con el PTZ.",SEGURIDAD
DESINFECCIÓN PROFUNDA Se realiza desinfección profunda de los pasamanos de todas las escaleras eléctricas.,ADMINISTRACION
materials INGRESO DE MATERIALES Se autoriza el ingreso de un camión con los nuevos filtros para los chillers.,ADMINISTRACION
MONITOREO DE CIERRE CCTV confirma el cierre de todas las puertas perimetrales y de acceso.,MANTENIMIENTO
OBJETO OLVIDADO Se encuentra una chaqueta en el Baterías Sanitarias Nivel 2. Se entrega a Recepción para su registro.,RECEPCION
"MODO NOCTURNO DE ILUMINACIÓN Se apagan los circuitos de iluminación principal, dejando solo las luces de seguridad.",SEGURIDAD
APAGADO SECUENCIAL Se inicia el apagado programado de las UMAs de áreas comerciales tras el cierre.,ADMINISTRACION
MODO NOCTURNO Cámaras exteriores cambian automáticamente a modo infrarrojo. Visibilidad nocturna activada.,ADMINISTRACION
ARCHIVO DE MATERIAL Se guardan y clasifican todas las fotografías y videos del evento.,MERCADEO
RONDA PREVENTIVA NOCTURNA Recorrido completo en DePrati.,ADMINISTRACION
LIMPIEZA DE ÁREA: Se deja el área de trabajo limpia y ordenada para el turno de mañana.,ADMINISTRACION
CORREO DE NOVEDADES Se envía el correo de resumen del día a la Gerencia de Operaciones y Administración.,ADMINISTRACION
"exhaustfansoff APAGADO DE EXTRACTORES Se apagan los extractores de aire de los estacionamientos, excepto los de operación continua.",MANTENIMIENTO
PLANIFICACIÓN TRABAJOS NOCTURNOS Se prepara el permiso de trabajo para el mantenimiento de la subestación eléctrica.,MANTENIMIENTO
BARRIDO DE ÁREAS Se realiza un barrido final por todas las áreas públicas para asegurar el desalojo completo.,ADMINISTRACION
report REPORTE FINAL A CCTV Se informa a la central de monitoreo que el centro comercial está oficialmente cerrado y desalojado.,SEGURIDAD
"APOYO A RONDA DE SEGURIDAD Se sigue el recorrido de Guardia Puesto 3 (Food Court) con la DOMO ESTACIONAMIENTO EXTERIOR SECTOR B, iluminando puntos ciegos con el PTZ.",SEGURIDAD
REPORTE DE CIERRE Ricardo Gómez (Electromecánico) reporta el estado final de los equipos críticos. Todo estable para el turno nocturno.,ADMINISTRACION
ELABORACIÓN DE INFORME Se elabora el informe de actividades del turno de la noche para ser entregado a la gerencia.,ADMINISTRACION
SOLICITUD DE TAXI: Se asiste a un cliente para solicitar un taxi seguro desde la parada autorizada.,RECEPCION
complaint QUEJA DE CLIENTE Se gestiona queja de un cliente sobre la limpieza de los baños. Se escala a la supervisora de limpieza.,MANTENIMIENTO
EN CURSO Sup. Castro se encuentra realizando mantenimiento preventivo en el Escalera eléctrica N4 de Taller de Mantenimiento.,MANTENIMIENTO
MEDIACIÓN DE CONFLICTO Se interviene en una discusión entre clientes en la zona de cines. Situación controlada.,SEGURIDAD
REPORTE: OBJETO SOSPECHOSO 14:00: Se reporta una mochila abandonada cerca de CALVIN KLEIN. Gdia. Pérez aísla el área.,RECEPCION
NIÑO EXTRAVIADO Se activa protocolo Código Amarillo por menor extraviado. Localizado y entregado a sus padres en 7 minutos.,ADMINISTRACION
"ALARMA DE INTRUSIÓN Alarma de intrusión de local N112 activada. Se verifica con supervisor, fue error de cierre del personal.",ADMINISTRACION
VERIFICACIÓN DE ACCESOS Recorrido virtual postcierre. Todos los accesos perimetrales se observan cerrados y sin novedad.,ADMINISTRACION
promotion CONTROL DE PROMOCIÓN Se reporta desorden en la fila para la promoción de MAC COSMETICOS. Se brinda apoyo para organizar a los clientes.,RECEPCION
complaint QUEJA DE CLIENTE Se gestiona queja de un cliente sobre la limpieza de los baños. Se escala a la supervisora de limpieza.,MANTENIMIENTO
CONSULTA PUNTO DE CANJE: Se informa a los clientes sobre la ubicación del punto de canje de facturas para el sorteo.,RECEPCION
elevator ASCENSOR DETENIDO Se atiende reporte de ascensor N3 detenido. Se realiza reseteo y vuelve a operar sin novedad.,MANTENIMIENTO
firepumpcheck INSPECCIÓN DE BOMBA CONTRA INCENDIOS Se realiza la inspección visual semanal de la bomba contra incendios. Todo en orden.,SSO
INFRACCIÓN DE TRÁNSITO Vehículo estacionado en zona prohibida. Se contacta al propietario por altoparlante.,ADMINISTRACION
a b PRUEBA DE CAMPAÑA Se lanza una campaña de pauta digital con dos creatividades distintas para medir rendimiento.,MERCADEO
APAGADO SECUENCIAL Se inicia el apagado programado de las UMAs de áreas comerciales tras el cierre.,ADMINISTRACION
SEGUIMIENTO: OBJETO SOSPECHOSO 14:05: CCTV revisa grabaciones. Se observa a una persona olvidar la mochila. No parece una amenaza.,SEGURIDAD
OBJETO ENCONTRADO Un cliente entrega una billetera encontrada. Se procede con el protocolo de registro de objetos perdidos.,RECEPCION
AGOTAMIENTO DE MAPAS: Se agotó el stock de mapas físicos en el Punto de Información Nivel 1. Se solicita reposición urgente.,RECEPCION
SUPERVISIÓN DE CIERRE Se verifica el cierre de rejas y puertas del Estacionamiento 1 a través de la CÁMARA FIJA MUELLE DE CARGA. Personal se retira sin novedad.,MANTENIMIENTO
cold FALLA EN CUARTO FRÍO Locatario reporta que su cuarto frío no enfría. Sup. Castro realiza inspección inicial.,MANTENIMIENTO
SOLICITUD DE VIDEO Administración solicita la revisión de video de la cámara 23 por un incidente en un local.,ADMINISTRACION
ASEGURAMIENTO DE PERÍMETRO Se asegura el acceso a la torre de oficinas a las 22:00. Solo personal autorizado permanece.,ADMINISTRACION
CUSTODIA DE VALORES 15:00: Se brinda acompañamiento a transporte de valores en su ruta por OLD NAVY y OLD NAVY.,ADMINISTRACION
"noise RUIDO EN UMA Se recibe queja por ruido excesivo de la UMA que sirve a DESIGUAL. Se realiza inspección, se ajusta una compuerta.",MANTENIMIENTO
REVISIÓN POSTOPERACIÓN Se realiza inspección visual del Escalera eléctrica 3 (subida) tras jornada de alta demanda. Sin anomalías visibles.,ADMINISTRACION
SEGUIMIENTO: OBJETO SOSPECHOSO 14:05: CCTV revisa grabaciones. Se observa a una persona olvidar la mochila. No parece una amenaza.,SEGURIDAD
REVISIÓN DE CONSUMO ELÉCTRICO Se toma lectura de los medidores principales. Consumo dentro de los parámetros esperados.,ADMINISTRACION
NIÑO EXTRAVIADO Se activa protocolo Código Amarillo por menor extraviado. Localizado y entregado a sus padres en 7 minutos.,ADMINISTRACION
VERIFICACIÓN DE ACCESOS Recorrido virtual postcierre. Todos los accesos perimetrales se observan cerrados y sin novedad.,ADMINISTRACION
ATENCIÓN A PRENSA Se atiende a los medios de comunicación que han llegado a cubrir el evento.,MERCADEO
OBJETO ENCONTRADO Un cliente entrega una billetera encontrada. Se procede con el protocolo de registro de objetos perdidos.,RECEPCION
INFORMACIÓN DE EVENTO: Se informa a los clientes sobre el horario de la firma de autógrafos en PATAGONIA.,RECEPCION
CIERRE DE TURNO DIURNO Instalaciones seguras. Sin novedades relevantes.,ADMINISTRACION
APERTURA OFICIAL 09:30: Se abren todos los accesos al público. Motorizado Alpha en puestos designados.,ADMINISTRACION
GRUPO SOSPECHOSO Grupo de individuos se mantiene en el estacionamiento sin motivo aparente. Guardia Puesto Fijo Torre de Oficinas es despachado para verificar la situación.,SEGURIDAD
APOYO A CLIENTE Gdia. Cárdenas asiste a cliente con vehículo averiado en estacionamiento 1.,RECEPCION
stain MANCHA EN CIELORRASO Se detecta una mancha de humedad en el cielorraso sobre EL ESPAÑOL. Se investiga la causa.,ADMINISTRACION
CAMBIO DE LUMINARIAS Se realiza el cambio de luminarias quemadas en el pasillo sur. Trabajo finalizado.,ADMINISTRACION
AUDITORÍA DE PERMISOS DE TRABAJO: Se verifica en campo que el personal contratista en THE NORTH FACE esté cumpliendo las condiciones del registro de charla de 5 minutos.,MERCADEO
APOYO A TERCERA EDAD Sup. López asiste a persona de la tercera edad con sus compras hasta el taxi.,ADMINISTRACION
INICIO DE LIMPIEZA NOCTURNA Se observa el ingreso de la maquinaria de limpieza profunda en la Plaza Central.,ADMINISTRACION
FEEDBACK DE CLIENTE Se recibe una felicitación de un cliente por la amabilidad de Ana.,RECEPCION
"ALARMA DE INTRUSIÓN Alarma de intrusión de local N112 activada. Se verifica con supervisor, fue error de cierre del personal.",ADMINISTRACION
HURTO DE CELULAR Cliente reporta el hurto de su dispositivo móvil. Se le asesora y se revisan las grabaciones.,SEGURIDAD
REPORTE DE CIERRE Ricardo Gómez (Electromecánico) reporta el estado final de los equipos críticos. Todo estable para el turno nocturno.,ADMINISTRACION
RETIRO DE PERSONAL Se monitorea la salida del último personal de limpieza y mantenimiento. Instalaciones despejadas.,MANTENIMIENTO
ESTACIÓN DE CARGA LLENA: Se informa a cliente que la estación de carga de celulares está llena y se sugiere una alternativa.,RECEPCION
REVISIÓN DE CONSUMO ELÉCTRICO Se toma lectura de los medidores principales. Consumo dentro de los parámetros esperados.,ADMINISTRACION
elevator PERSONAS ATRAPADAS EN ASCENSOR Se reporta detención de ascensor. Se activa protocolo con Mantenimiento. Personas liberadas.,MANTENIMIENTO
suspicious INDIVIDUO SOSPECHOSO Se mantiene vigilancia sobre individuo en actitud evasiva en la sector.,ADMINISTRACION
FALLA DE ILUMINACIÓN EXTERIOR Un reflector en el estacionamiento exterior no encendió. Se reporta a mantenimiento para revisión al día siguiente.,MANTENIMIENTO
ALTA AFLUENCIA DE CONSULTAS Se reporta un alto flujo de clientes en Punto de Información Nivel 2 preguntando por si hay sillas de ruedas disponibles.,RECEPCION
MODO NOCTURNO Cámaras exteriores cambian automáticamente a modo infrarrojo. Visibilidad nocturna activada.,ADMINISTRACION
REPORTE DE REDES SOCIALES La última publicación sobre el evento alcanzó un 15 de engagement en la primera hora. cupones canjeados en aumento.,MERCADEO
OBJETO RECLAMADO Propietario reclama su teléfono celular extraviado ayer. Se realiza la entrega previa verificación.,RECEPCION
NIÑO EXTRAVIADO Se activa protocolo Código Amarillo por menor extraviado. Localizado y entregado a sus padres en 7 minutos.,ADMINISTRACION
APOYO A CLIENTE Gdia. Puesto Fijo asiste a cliente con vehículo averiado en estacionamiento 1.,RECEPCION
INICIO DE LIMPIEZA NOCTURNA Se observa el ingreso de la maquinaria de limpieza profunda en la Plaza Central.,ADMINISTRACION
cold FALLA EN CUARTO FRÍO Locatario reporta que su cuarto frío no enfría. Téc. Solís (Plomero) realiza inspección inicial.,MANTENIMIENTO
VERIFICACIÓN DE ILUMINACIÓN Se verifica que todas las luces del rótulo principal del centro comercial estén encendidas.,ADMINISTRACION
"ALARMA DE INCENDIOS 17:30: Se recibe alarma de incendio en Zona Bancaria. Se verifica, falsa alarma activada por vapor de STARBUCKS.",SSO
APOYO A CLIENTE Gdia. Andrade asiste a cliente con vehículo averiado en estacionamiento 1.,RECEPCION
